序号,评论ID,评论内容,评论时间,层级,根评论ID,父评论ID,视频ID,视频链接,视频标题,评论跳转链接
547,3048348652,加油,2020-06-17 08:42:50,一级评论,,,77942613,https://www.bilibili.com/video/av77942613,(获取失败),https://www.bilibili.com/video/av77942613#reply3048348652
548,3038786966,回复 @中华活地图 :我就在北京里边那个的旁边[笑哭],2020-06-14 22:14:17,回复,3038465072,3038667649,6423239,https://www.bilibili.com/video/av6423239,(获取失败),https://www.bilibili.com/video/av6423239#reply3038786966
549,3038729304,[打call],2020-06-14 22:04:23,一级评论,,,328563768,https://www.bilibili.com/video/av328563768,【主播说联播】面对疫情喊累不是办法 行动才是答案,https://www.bilibili.com/video/av328563768#reply3038729304
550,3004613388,暴力,2020-06-07 08:47:12,一级评论,,,69588196,https://www.bilibili.com/video/av69588196,小学生速通人类一败涂地前九关,https://www.bilibili.com/video/av69588196#reply3004613388
551,2986390361,我怀疑你在,2020-06-03 06:27:19,回复,2986359819,2986359819,668412172,https://www.bilibili.com/video/av668412172,【独家】望古神话之天选者 第10集 天宫迷局【4月国创】,https://www.bilibili.com/video/av668412172#reply2986390361
552,2983647639,回复 @申公公开朗兄 :我家在四惠东那块,2020-06-02 15:57:30,回复,2962446085,2983467882,455787591,https://www.bilibili.com/video/av455787591,【数据可视化】全国城市租金排行榜，你的城市有多贵,https://www.bilibili.com/video/av455787591#reply2983647639
553,2982072470,我家60平租了5500,2020-06-02 06:29:36,回复,2962446085,2962446085,455787591,https://www.bilibili.com/video/av455787591,【数据可视化】全国城市租金排行榜，你的城市有多贵,https://www.bilibili.com/video/av455787591#reply2982072470
554,2979763359,爪巴,2020-06-01 18:23:20,回复,2979424245,2979424245,752968260,https://www.bilibili.com/video/av752968260,三亚VLOG | 沙滩比基尼，无边泳池party，落日余晖sexy预警,https://www.bilibili.com/video/av752968260#reply2979763359
555,2974573785,回复 @满头华发仍眷恋 :🌿,2020-05-31 16:35:39,回复,2264058365,2305577101,325045195141719369,https://www.bilibili.com/video/av325045195141719369,(视频不存在或已删除),https://www.bilibili.com/video/av325045195141719369#reply2974573785
556,2972367731,能看见东西肯定不是秘密,2020-05-31 08:35:47,回复,2971970330,2971970330,710833342,https://www.bilibili.com/video/av710833342,美国机密的坐标点，2200座机场、核弹发射井、油气管道、军事基地等信息,https://www.bilibili.com/video/av710833342#reply2972367731
557,2970020028,回复 @高加索山的俘虏 :[笑哭][笑哭][笑哭],2020-05-30 19:40:55,回复,2962652852,2969729518,23998579,https://www.bilibili.com/video/av23998579,俗哥说电影，港台故事片《火烧岛》,https://www.bilibili.com/video/av23998579#reply2970020028
558,2969690523,回复 @高加索山的俘虏 :[OK],2020-05-30 18:42:18,回复,2962652852,2969539274,23998579,https://www.bilibili.com/video/av23998579,俗哥说电影，港台故事片《火烧岛》,https://www.bilibili.com/video/av23998579#reply2969690523
559,2969235310,[阴险][阴险][阴险],2020-05-30 17:13:17,回复,2962652852,2962652852,23998579,https://www.bilibili.com/video/av23998579,俗哥说电影，港台故事片《火烧岛》,https://www.bilibili.com/video/av23998579#reply2969235310
560,2956836214,我也是[笑哭],2020-05-27 23:14:05,回复,572266979,572266979,2318309,https://www.bilibili.com/video/av2318309,【Tobu合辑】来吧，喜欢Tobu的都来吧,https://www.bilibili.com/video/av2318309#reply2956836214
561,2950650059,‎,2020-05-26 17:07:10,一级评论,,,95431857,https://www.bilibili.com/video/av95431857,(获取失败),https://www.bilibili.com/video/av95431857#reply2950650059
562,2935189283,[阴险],2020-05-23 12:21:10,一级评论,,,353202841822348257,https://www.bilibili.com/video/av353202841822348257,(视频不存在或已删除),https://www.bilibili.com/video/av353202841822348257#reply2935189283
563,2922304479,你再骂,2020-05-20 18:13:45,回复,2521022488,2521022488,95188248,https://www.bilibili.com/video/av95188248,【华农兄弟】B 站 等 级 现 状,https://www.bilibili.com/video/av95188248#reply2922304479
564,2918060229,爪巴,2020-05-19 20:34:47,回复,2918013319,2918013319,83815677,https://www.bilibili.com/video/av83815677,大学生送外卖出车祸，一只肾被切出，一只脚也废了，一生毁了（收益全捐请见证）,https://www.bilibili.com/video/av83815677#reply2918060229
565,2917036584,没有,2020-05-19 17:08:25,一级评论,,,390577969350853944,https://www.bilibili.com/video/av390577969350853944,(视频不存在或已删除),https://www.bilibili.com/video/av390577969350853944#reply2917036584
566,2915889146,我大号因为mo没掉了，还有一年大会员[大哭],2020-05-19 11:47:20,回复,2910210568,2910210568,86061658,https://www.bilibili.com/video/av86061658,风纪委员会新手教学,https://www.bilibili.com/video/av86061658#reply2915889146
567,2915892285,手机也可以吧？,2020-05-19 11:46:48,回复,2317653615,2317653615,86061658,https://www.bilibili.com/video/av86061658,风纪委员会新手教学,https://www.bilibili.com/video/av86061658#reply2915892285
568,1957986688,刚刚还说别人是肚子里的蛔虫，你怎么又知道别人想要蹭热度？,2019-09-14 09:31:02,回复,1947135934,1947135934,66615043,https://www.bilibili.com/video/av66615043,老板：这个瓜请给我削成一般人吃不起的样子！,https://www.bilibili.com/video/av66615043#reply1957986688
569,1680582305,欧吃矛,2019-06-13 20:16:48,一级评论,,,55141300,https://www.bilibili.com/video/av55141300,北京八通线红蛇狗头高碑店齐上阵,https://www.bilibili.com/video/av55141300#reply1680582305
